mx_state,mx_municipality,validation_status,resolution,official_state,official_municipality,candidate_count,candidate_states,drop_reason
Tlaxcala,Calpulalpan,resolved,exact_same_state,Tlaxcala,Calpulalpan,1,Tlaxcala,NA
Tlaxcala,Chiautempan,resolved,exact_same_state,Tlaxcala,Chiautempan,1,Tlaxcala,NA
Tlaxcala,Contla De Juan Cuamatzi,resolved,exact_same_state,Tlaxcala,Contla De Juan Cuamatzi,1,Tlaxcala,NA
Tlaxcala,Cuapiaxtla,resolved,exact_same_state,Tlaxcala,Cuapiaxtla,1,Tlaxcala,NA
Tlaxcala,Cuaxomulco,resolved,exact_same_state,Tlaxcala,Cuaxomulco,1,Tlaxcala,NA
Tlaxcala,El Carmen Tequexquitla,resolved,exact_same_state,Tlaxcala,El Carmen Tequexquitla,1,Tlaxcala,NA
Tlaxcala,Emiliano Zapata,resolved,exact_same_state,Tlaxcala,Emiliano Zapata,6,Chiapas | Hidalgo | Morelos | Tabasco | Tlaxcala | Veracruz De Ignacio De La Llave,NA
Tlaxcala,Espanita,resolved,exact_same_state,Tlaxcala,Espanita,1,Tlaxcala,NA
Tlaxcala,Huamantla,resolved,exact_same_state,Tlaxcala,Huamantla,1,Tlaxcala,NA
Tlaxcala,Hueyotlipan,resolved,exact_same_state,Tlaxcala,Hueyotlipan,1,Tlaxcala,NA
Tlaxcala,Ixtacuixtla De Mariano Matamoros,resolved,exact_same_state,Tlaxcala,Ixtacuixtla De Mariano Matamoros,1,Tlaxcala,NA
Tlaxcala,Ixtenco,resolved,exact_same_state,Tlaxcala,Ixtenco,1,Tlaxcala,NA
Tlaxcala,La Magdalena Tlaltelulco,resolved,exact_same_state,Tlaxcala,La Magdalena Tlaltelulco,1,Tlaxcala,NA
Tlaxcala,Lazaro Cardenas,resolved,exact_same_state,Tlaxcala,Lazaro Cardenas,3,Michoacan De Ocampo | Quintana Roo | Tlaxcala,NA
Tlaxcala,Mazatecochco De Jose Maria Morelos,resolved,exact_same_state,Tlaxcala,Mazatecochco De Jose Maria Morelos,1,Tlaxcala,NA
Tlaxcala,Munoz De Domingo Arenas,resolved,exact_same_state,Tlaxcala,Munoz De Domingo Arenas,1,Tlaxcala,NA
Tlaxcala,Nanacamilpa De Mariano Arista,resolved,exact_same_state,Tlaxcala,Nanacamilpa De Mariano Arista,1,Tlaxcala,NA
Tlaxcala,Nativitas,resolved,exact_same_state,Tlaxcala,Nativitas,1,Tlaxcala,NA
Tlaxcala,Panotla,resolved,exact_same_state,Tlaxcala,Panotla,1,Tlaxcala,NA
Tlaxcala,Papalotla De Xicohtencatl,resolved,exact_same_state,Tlaxcala,Papalotla De Xicohtencatl,1,Tlaxcala,NA
Tlaxcala,San Damian Texoloc,resolved,exact_same_state,Tlaxcala,San Damian Texoloc,1,Tlaxcala,NA
Tlaxcala,San Francisco Tetlanohcan,resolved,exact_same_state,Tlaxcala,San Francisco Tetlanohcan,1,Tlaxcala,NA
Tlaxcala,San Jeronimo Zacualpan,resolved,exact_same_state,Tlaxcala,San Jeronimo Zacualpan,1,Tlaxcala,NA
Tlaxcala,San Jose Teacalco,resolved,exact_same_state,Tlaxcala,San Jose Teacalco,1,Tlaxcala,NA
Tlaxcala,San Juan Huactzinco,resolved,exact_same_state,Tlaxcala,San Juan Huactzinco,1,Tlaxcala,NA
Tlaxcala,San Lorenzo Axocomanitla,resolved,exact_same_state,Tlaxcala,San Lorenzo Axocomanitla,1,Tlaxcala,NA
Tlaxcala,San Lucas Tecopilco,resolved,exact_same_state,Tlaxcala,San Lucas Tecopilco,1,Tlaxcala,NA
Tlaxcala,San Pablo Del Monte,resolved,exact_same_state,Tlaxcala,San Pablo Del Monte,1,Tlaxcala,NA
Tlaxcala,Sanctorum De Lazaro Cardenas,resolved,exact_same_state,Tlaxcala,Sanctorum De Lazaro Cardenas,1,Tlaxcala,NA
Tlaxcala,Santa Ana Nopalucan,resolved,exact_same_state,Tlaxcala,Santa Ana Nopalucan,1,Tlaxcala,NA
Tlaxcala,Santa Apolonia Teacalco,resolved,exact_same_state,Tlaxcala,Santa Apolonia Teacalco,1,Tlaxcala,NA
Tlaxcala,Santa Catarina Ayometla,resolved,exact_same_state,Tlaxcala,Santa Catarina Ayometla,1,Tlaxcala,NA
Tlaxcala,Santa Cruz Quilehtla,resolved,exact_same_state,Tlaxcala,Santa Cruz Quilehtla,1,Tlaxcala,NA
Tlaxcala,Santa Cruz Tlaxcala,resolved,exact_same_state,Tlaxcala,Santa Cruz Tlaxcala,1,Tlaxcala,NA
Tlaxcala,Santa Isabel Xiloxoxtla,resolved,exact_same_state,Tlaxcala,Santa Isabel Xiloxoxtla,1,Tlaxcala,NA
Tlaxcala,Tenancingo,resolved,exact_same_state,Tlaxcala,Tenancingo,2,Estado De Mexico | Tlaxcala,NA
Tlaxcala,Teolocholco,resolved,exact_same_state,Tlaxcala,Teolocholco,1,Tlaxcala,NA
Tlaxcala,Tepetitla De Lardizabal,resolved,exact_same_state,Tlaxcala,Tepetitla De Lardizabal,1,Tlaxcala,NA
Tlaxcala,Tepeyanco,resolved,exact_same_state,Tlaxcala,Tepeyanco,1,Tlaxcala,NA
Tlaxcala,Terrenate,resolved,exact_same_state,Tlaxcala,Terrenate,1,Tlaxcala,NA
Tlaxcala,Tetla De La Solidaridad,resolved,exact_same_state,Tlaxcala,Tetla De La Solidaridad,1,Tlaxcala,NA
Tlaxcala,Tetlatlahuca,resolved,exact_same_state,Tlaxcala,Tetlatlahuca,1,Tlaxcala,NA
Tlaxcala,Tlaxcala,resolved,exact_same_state,Tlaxcala,Tlaxcala,1,Tlaxcala,NA
Tlaxcala,Tlaxco,resolved,exact_same_state,Tlaxcala,Tlaxco,2,Puebla | Tlaxcala,NA
Tlaxcala,Tocatlan,resolved,exact_same_state,Tlaxcala,Tocatlan,1,Tlaxcala,NA
Tlaxcala,Totolac,resolved,exact_same_state,Tlaxcala,Totolac,1,Tlaxcala,NA
Tlaxcala,Tzompantepec,resolved,exact_same_state,Tlaxcala,Tzompantepec,1,Tlaxcala,NA
Tlaxcala,Xaloztoc,resolved,exact_same_state,Tlaxcala,Xaloztoc,1,Tlaxcala,NA
Tlaxcala,Xaltocan,resolved,exact_same_state,Tlaxcala,Xaltocan,1,Tlaxcala,NA
Tlaxcala,Xicohtzinco,resolved,exact_same_state,Tlaxcala,Xicohtzinco,1,Tlaxcala,NA
Tlaxcala,Yauhquemehcan,resolved,exact_same_state,Tlaxcala,Yauhquemehcan,1,Tlaxcala,NA
Tlaxcala,Zacatelco,resolved,exact_same_state,Tlaxcala,Zacatelco,1,Tlaxcala,NA
Tlaxcala,Ziltlaltepec De Trinidad Sanchez Santos,resolved,exact_same_state,Tlaxcala,Ziltlaltepec De Trinidad Sanchez Santos,1,Tlaxcala,NA
Veracruz De Ignacio De La Llave,Acajete,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Acajete,2,Puebla | Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Acatlan,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Acatlan,3,Hidalgo | Puebla | Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Acayucan,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Acayucan,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Actopan,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Actopan,2,Hidalgo | Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Acula,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Acula,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Acultzingo,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Acultzingo,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Agua Dulce,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Agua Dulce,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Alamo Temapache,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Alamo Temapache,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Alpatlahuac,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Alpatlahuac,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Alto Lucero De Gutierrez Barrios,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Alto Lucero De Gutierrez Barrios,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Altotonga,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Altotonga,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Alvarado,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Alvarado,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Amatitlan,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Amatitlan,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Amatlan De Los Reyes,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Amatlan De Los Reyes,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Angel R. Cabada,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Angel R. Cabada,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Apazapan,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Apazapan,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Aquila,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Aquila,2,Michoacan De Ocampo | Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Astacinga,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Astacinga,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Atlahuilco,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Atlahuilco,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Atoyac,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Atoyac,2,Jalisco | Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Atzacan,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Atzacan,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Atzalan,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Atzalan,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Ayahualulco,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Ayahualulco,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Banderilla,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Banderilla,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Benito Juarez,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Benito Juarez,7,Ciudad De Mexico | Guerrero | Quintana Roo | Sonora | Tlaxcala | Veracruz De Ignacio De La Llave | Zacatecas,NA
Veracruz De Ignacio De La Llave,Boca Del Rio,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Boca Del Rio,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Calcahualco,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Calcahualco,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Camaron De Tejeda,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Camaron De Tejeda,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Camerino Z. Mendoza,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Camerino Z. Mendoza,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Carlos A. Carrillo,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Carlos A. Carrillo,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Carrillo Puerto,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Carrillo Puerto,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Castillo De Teayo,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Castillo De Teayo,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Catemaco,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Catemaco,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Cazones De Herrera,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Cazones De Herrera,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Cerro Azul,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Cerro Azul,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Chacaltianguis,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Chacaltianguis,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Chalma,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Chalma,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Chiconamel,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Chiconamel,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Chiconquiaco,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Chiconquiaco,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Chicontepec,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Chicontepec,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Chinameca,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Chinameca,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Chinampa De Gorostiza,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Chinampa De Gorostiza,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Chocaman,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Chocaman,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Chontla,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Chontla,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Chumatlan,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Chumatlan,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Citlaltepetl,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Citlaltepetl,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Coacoatzintla,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Coacoatzintla,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Coahuitlan,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Coahuitlan,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Coatepec,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Coatepec,2,Puebla | Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Coatzacoalcos,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Coatzacoalcos,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Coatzintla,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Coatzintla,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Coetzala,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Coetzala,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Colipa,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Colipa,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Comapa,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Comapa,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Cordoba,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Cordoba,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Cosamaloapan De Carpio,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Cosamaloapan De Carpio,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Cosautlan De Carvajal,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Cosautlan De Carvajal,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Coscomatepec,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Coscomatepec,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Cosoleacaque,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Cosoleacaque,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Cotaxtla,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Cotaxtla,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Coxquihui,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Coxquihui,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Coyutla,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Coyutla,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Cuichapa,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Cuichapa,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Cuitlahuac,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Cuitlahuac,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,El Higo,resolved,exact_same_state,Veracruz De Ignacio De La Llave,El Higo,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Emiliano Zapata,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Emiliano Zapata,6,Chiapas | Hidalgo | Morelos | Tabasco | Tlaxcala | Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Espinal,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Espinal,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Filomeno Mata,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Filomeno Mata,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Fortin,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Fortin,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Gutierrez Zamora,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Gutierrez Zamora,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Hidalgotitlan,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Hidalgotitlan,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Huatusco,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Huatusco,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Huayacocotla,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Huayacocotla,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Hueyapan De Ocampo,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Hueyapan De Ocampo,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Huiloapan De Cuauhtemoc,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Huiloapan De Cuauhtemoc,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Ignacio De La Llave,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Ignacio De La Llave,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Ilamatlan,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Ilamatlan,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Isla,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Isla,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Ixcatepec,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Ixcatepec,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Ixhuacan De Los Reyes,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Ixhuacan De Los Reyes,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Ixhuatlan De Madero,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Ixhuatlan De Madero,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Ixhuatlan Del Cafe,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Ixhuatlan Del Cafe,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Ixhuatlan Del Sureste,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Ixhuatlan Del Sureste,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Ixhuatlancillo,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Ixhuatlancillo,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Ixmatlahuacan,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Ixmatlahuacan,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Ixtaczoquitlan,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Ixtaczoquitlan,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Jalacingo,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Jalacingo,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Jalcomulco,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Jalcomulco,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Jaltipan,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Jaltipan,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Jamapa,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Jamapa,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Jesus Carranza,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Jesus Carranza,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Jilotepec,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Jilotepec,2,Estado De Mexico | Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Jose Azueta,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Jose Azueta,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Juan Rodriguez Clara,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Juan Rodriguez Clara,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Juchique De Ferrer,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Juchique De Ferrer,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,La Antigua,resolved,exact_same_state,Veracruz De Ignacio De La Llave,La Antigua,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,La Perla,resolved,exact_same_state,Veracruz De Ignacio De La Llave,La Perla,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Landero Y Coss,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Landero Y Coss,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Las Choapas,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Las Choapas,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Las Minas,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Las Minas,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Las Vigas De Ramirez,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Las Vigas De Ramirez,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Lerdo De Tejada,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Lerdo De Tejada,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Los Reyes,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Los Reyes,2,Michoacan De Ocampo | Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Magdalena,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Magdalena,3,Jalisco | Sonora | Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Maltrata,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Maltrata,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Manlio Fabio Altamirano,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Manlio Fabio Altamirano,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Mariano Escobedo,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Mariano Escobedo,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Martinez De La Torre,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Martinez De La Torre,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Mecatlan,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Mecatlan,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Mecayapan,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Mecayapan,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Medellin,resolved,safe_alias_same_state,Veracruz De Ignacio De La Llave,Medellin De Bravo,NA,NA,NA
Veracruz De Ignacio De La Llave,Miahuatlan,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Miahuatlan,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Minatitlan,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Minatitlan,2,Colima | Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Misantla,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Misantla,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Mixtla De Altamirano,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Mixtla De Altamirano,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Moloacan,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Moloacan,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Nanchital De Lazaro Cardenas Del Rio,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Nanchital De Lazaro Cardenas Del Rio,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Naolinco,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Naolinco,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Naranjal,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Naranjal,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Naranjos Amatlan,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Naranjos Amatlan,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Nautla,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Nautla,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Nogales,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Nogales,2,Sonora | Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Oluta,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Oluta,1,Veracruz De Ignacio De La Llave,NA
Veracruz De Ignacio De La Llave,Omealca,resolved,exact_same_state,Veracruz De Ignacio De La Llave,Omealca,1,Veracruz De Ignacio De La Llave,NA
