"adm2_name","adm2_name1","adm2_name2","adm2_name3","adm2_pcode","adm1_name","adm1_name1","adm1_name2","adm1_name3","adm1_pcode","adm0_name","adm0_name1","adm0_name2","adm0_name3","adm0_pcode","valid_on","valid_to","area_sqkm","version","lang","lang1","lang2","lang3","adm2_ref_n","center_lat","center_lon","mean_intensity","mean_pga"
"Coapilla",,,,"MX07018","Chiapas",,,,"MX07","México",,,,"MX",2021-06-18,,155.0102967,"v02","es",,,,"Coapilla",17.11828789,-93.109607,,
"Coatecas Altas",,,,"MX20015","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,119.36077817,"v02","es",,,,"Coatecas Altas",16.52241984,-96.62813283,3.51061429638932,0.758220298624732
"Coatepec",,,,"MX21030","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,12.25805401,"v02","es",,,,"Coatepec",20.0545692,-97.73004077,2.92372670852738,0.30179614487781
"Coatepec",,,,"MX30038","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,202.31754748,"v02","es",,,,"Coatepec",19.44485725,-96.93362849,2.96238020574323,0.319059184788935
"Coatepec Harinas",,,,"MX15021","México",,,,"MX15","México",,,,"MX",2021-06-18,,286.59448797,"v02","es",,,,"Coatepec Harinas",18.93968622,-99.8042878,3.82375246069522,1.4816529839494
"Coatlán del Río",,,,"MX17005","Morelos",,,,"MX17","México",,,,"MX",2021-06-18,,83.39834111,"v02","es",,,,"Coatlan del Rio",18.73427325,-99.45219242,3.92482995690766,1.85115369414259
"Coatzacoalcos",,,,"MX30039","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,293.61902035,"v02","es",,,,"Coatzacoalcos",18.1245717,-94.31518017,,
"Coatzingo",,,,"MX21031","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,115.13022423,"v02","es",,,,"Coatzingo",18.57381296,-98.14936722,3.65895831243405,1.09885268451537
"Coatzintla",,,,"MX30040","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,277.66461694,"v02","es",,,,"Coatzintla",20.42778285,-97.53974476,,
"Cochoapa el Grande",,,,"MX12078","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,620.58149242,"v02","es",,,,"Cochoapa el Grande",17.12293862,-98.42017617,4.2461982423563,3.73214154607295
"Cocotitlán",,,,"MX15022","México",,,,"MX15","México",,,,"MX",2021-06-18,,14.77872441,"v02","es",,,,"Cocotitlan",19.2276569,-98.85986666,3.60973646143709,0.93486114527
"Cocula",,,,"MX12017","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,445.66840472,"v02","es",,,,"Cocula",18.13982353,-99.72263129,4.44019778891521,4.38225025311792
"Cocula",,,,"MX14024","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,331.24739078,"v02","es",,,,"Cocula",20.40358115,-103.81742106,,
"Coeneo",,,,"MX16016","Michoacán de Ocampo",,,,"MX16","México",,,,"MX",2021-06-18,,393.67736159,"v02","es",,,,"Coeneo",19.78728259,-101.61326942,3.08420748704182,0.381258385317384
"Coetzala",,,,"MX30041","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,9.44048155,"v02","es",,,,"Coetzala",18.77502205,-96.91706678,3.29472205158772,0.51968571344438
"Cohetzala",,,,"MX21032","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,240.65369576,"v02","es",,,,"Cohetzala",18.20917924,-98.80299539,3.96306952641003,2.23624788495736
"Cohuecan",,,,"MX21033","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,47.45913715,"v02","es",,,,"Cohuecan",18.75809017,-98.73962825,3.71015676031667,1.23759540616099
"Coicoyán de las Flores",,,,"MX20016","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,126.09068941,"v02","es",,,,"Coicoyan de las Flores",17.21593696,-98.18370709,4.06857865454206,2.72105330412058
"Cojumatlán de Régules",,,,"MX16074","Michoacán de Ocampo",,,,"MX16","México",,,,"MX",2021-06-18,,131.09976196,"v02","es",,,,"Cojumatlán de Regules",20.10936968,-102.88591312,2.54336602341196,0.170645998220786
"Colima",,,,"MX06002","Colima",,,,"MX06","México",,,,"MX",2021-06-18,,746.00879634,"v02","es",,,,"Colima",19.09860133,-103.65424034,,
"Colipa",,,,"MX30042","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,130.41257368,"v02","es",,,,"Colipa",19.93494293,-96.71921547,2.63724799407377,0.197892772645046
"Colón",,,,"MX22005","Querétaro de Arteaga",,,,"MX22","México",,,,"MX",2021-06-18,,810.26215701,"v02","es",,,,"Colon",20.74967276,-100.079663,,
"Colotlán",,,,"MX14025","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,648.10403436,"v02","es",,,,"Colotlan",22.09842432,-103.27431708,,
"Comala",,,,"MX06003","Colima",,,,"MX06","México",,,,"MX",2021-06-18,,314.34352684,"v02","es",,,,"Comala",19.39542239,-103.78396322,,
"Comalcalco",,,,"MX27005","Tabasco",,,,"MX27","México",,,,"MX",2021-06-18,,768.19290859,"v02","es",,,,"Comalcalco",18.28988893,-93.32075962,,
"Comapa",,,,"MX30043","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,310.91499971,"v02","es",,,,"Comapa",19.14157622,-96.66424696,2.97330764619397,0.325952108509862
"Comitán de Domínguez",,,,"MX07019","Chiapas",,,,"MX07","México",,,,"MX",2021-06-18,,977.8433125,"v02","es",,,,"Comitan de Dominguez",16.29116986,-92.17532125,,
"Comondú",,,,"MX03001","Baja California Sur",,,,"MX03","México",,,,"MX",2021-06-18,,17316.81718091,"v02","es",,,,"Comondu",25.5487025,-111.76046749,,
"Comonfort",,,,"MX11009","Guanajuato",,,,"MX11","México",,,,"MX",2021-06-18,,488.65703971,"v02","es",,,,"Comonfort",20.737089,-100.79732014,,
"Compostela",,,,"MX18004","Nayarit",,,,"MX18","México",,,,"MX",2021-06-18,,1879.97245747,"v02","es",,,,"Compostela",21.11373235,-105.03889323,,
"Concepción Buenavista",,,,"MX20018","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,224.59607371,"v02","es",,,,"Concepcion Buenavista",17.98642139,-97.438154,3.61242615609808,0.955789551084986
"Concepción de Buenos Aires",,,,"MX14026","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,265.63702587,"v02","es",,,,"Concepcion de Buenos Aires",19.97864331,-103.23207434,,
"Concepción del Oro",,,,"MX32007","Zacatecas",,,,"MX32","México",,,,"MX",2021-06-18,,2418.23919521,"v02","es",,,,"Concepcion del Oro",24.44908074,-101.18733877,,
"Concepción Pápalo",,,,"MX20019","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,173.62439807,"v02","es",,,,"Concepcion Papalo",17.87406263,-96.86509227,3.43244390538562,0.635972219576867
"Concordia",,,,"MX25004","Sinaloa",,,,"MX25","México",,,,"MX",2021-06-18,,2167.2791063,"v02","es",,,,"Concordia",23.42109824,-105.95614964,,
"Coneto de Comonfort",,,,"MX10003","Durango",,,,"MX10","México",,,,"MX",2021-06-18,,1074.46914775,"v02","es",,,,"Coneto de Comonfort",25.00806121,-104.74250447,,
"Conkal",,,,"MX31013","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,63.33981511,"v02","es",,,,"Conkal",21.07506113,-89.52912143,,
"Constancia del Rosario",,,,"MX20020","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,57.15259458,"v02","es",,,,"Constancia del Rosario",17.04649062,-97.95995589,4.01104604338717,2.28958567119779
"Contepec",,,,"MX16017","Michoacán de Ocampo",,,,"MX16","México",,,,"MX",2021-06-18,,378.86521673,"v02","es",,,,"Contepec",19.96087424,-100.2049345,3.29361885624142,0.520793416572501
"Contla de Juan Cuamatzi",,,,"MX29018","Tlaxcala",,,,"MX29","México",,,,"MX",2021-06-18,,26.15216401,"v02","es",,,,"Contla de Juan Cuamatzi",19.31982707,-98.14427823,3.3707359777848,0.597718772419513
"Copainalá",,,,"MX07021","Chiapas",,,,"MX07","México",,,,"MX",2021-06-18,,343.27798567,"v02","es",,,,"Copainala",17.11613927,-93.24212364,,
"Copala",,,,"MX12018","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,297.03940209,"v02","es",,,,"Copala",16.62439306,-98.94110739,4.99093754831924,6.86343301163433
"Copalillo",,,,"MX12019","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,732.4876359,"v02","es",,,,"Copalillo",17.98118281,-99.04752394,4.2120533712648,3.59647988909171
"Copanatoyac",,,,"MX12020","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,306.62474853,"v02","es",,,,"Copanatoyac",17.43807768,-98.7028467,4.4528367198861,4.58553518482771
"Copándaro",,,,"MX16018","Michoacán de Ocampo",,,,"MX16","México",,,,"MX",2021-06-18,,173.27703368,"v02","es",,,,"Copandaro",19.91671613,-101.21816719,3.13732638468599,0.412404381866722
"Coquimatlán",,,,"MX06004","Colima",,,,"MX06","México",,,,"MX",2021-06-18,,526.98816141,"v02","es",,,,"Coquimatlan",19.17597799,-103.92391346,,
"Córdoba",,,,"MX30044","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,159.85357307,"v02","es",,,,"Cordoba",18.92393323,-96.92779526,3.12733984706177,0.40868423330198
"Coronado",,,,"MX08014","Chihuahua",,,,"MX08","México",,,,"MX",2021-06-18,,1890.07651198,"v02","es",,,,"Coronado",26.67182634,-104.87139802,,
"Coronango",,,,"MX21034","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,36.73972609,"v02","es",,,,"Coronango",19.13670477,-98.29187744,3.51714702950037,0.790609241165215
"Coroneo",,,,"MX11010","Guanajuato",,,,"MX11","México",,,,"MX",2021-06-18,,123.80386392,"v02","es",,,,"Coroneo",20.21677759,-100.39489994,,
"Corregidora",,,,"MX22006","Querétaro de Arteaga",,,,"MX22","México",,,,"MX",2021-06-18,,234.88709615,"v02","es",,,,"Corregidora",20.47781289,-100.44123835,,
"Cortazar",,,,"MX11011","Guanajuato",,,,"MX11","México",,,,"MX",2021-06-18,,335.21177184,"v02","es",,,,"Cortazar",20.4220211,-100.9305673,,
"Cosalá",,,,"MX25005","Sinaloa",,,,"MX25","México",,,,"MX",2021-06-18,,2172.04554388,"v02","es",,,,"Cosala",24.5161646,-106.79663338,,
"Cosamaloapan de Carpio",,,,"MX30045","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,510.68684257,"v02","es",,,,"Cosamaloapan de Carpio",18.28246225,-95.96545784,,
"Cosautlán de Carvajal",,,,"MX30046","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,76.59617792,"v02","es",,,,"Cosautlan de Carvajal",19.329361,-96.96861961,3.02227760328246,0.350162413211589
"Coscomatepec",,,,"MX30047","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,158.10525049,"v02","es",,,,"Coscomatepec",19.0591501,-97.09953397,3.17156586287648,0.436172758892489
"Cosío",,,,"MX01004","Aguascalientes",,,,"MX01","México",,,,"MX",2021-06-18,,129.73899019,"v02","es",,,,"Cosio",22.37051557,-102.31200853,,
"Cosolapa",,,,"MX20021","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,112.14902513,"v02","es",,,,"Cosolapa",18.58050634,-96.65279611,3.16789615985906,0.428781973737066
"Cosoleacaque",,,,"MX30048","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,269.52077151,"v02","es",,,,"Cosoleacaque",18.00646136,-94.61748872,,
"Cosoltepec",,,,"MX20022","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,111.67106882,"v02","es",,,,"Cosoltepec",18.14292227,-97.81308828,3.75806713567903,1.27933183544383
"Cotaxtla",,,,"MX30049","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,537.32554491,"v02","es",,,,"Cotaxtla",18.85765727,-96.35099911,2.98708764231988,0.330617244210238
"Cotija",,,,"MX16019","Michoacán de Ocampo",,,,"MX16","México",,,,"MX",2021-06-18,,505.01885044,"v02","es",,,,"Cotija",19.75128894,-102.69290439,2.73055748961282,0.225477388202493
"Coxcatlán",,,,"MX21035","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,249.28829739,"v02","es",,,,"Coxcatlan",18.24972411,-97.13984781,3.43540485905573,0.635944774714974
"Coxcatlán",,,,"MX24014","San Luis Potosí",,,,"MX24","México",,,,"MX",2021-06-18,,90.93733371,"v02","es",,,,"Coxcatlan",21.51476301,-98.89810128,,
"Coxquihui",,,,"MX30050","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,80.26389743,"v02","es",,,,"Coxquihui",20.214487,-97.55582717,,
"Coyame del Sotol",,,,"MX08015","Chihuahua",,,,"MX08","México",,,,"MX",2021-06-18,,11650.8740689,"v02","es",,,,"Coyame del Sotol",29.7353781,-105.34475074,,
"Coyoacán",,,,"MX09003","Distrito Federal",,,,"MX09","México",,,,"MX",2021-06-18,,53.9225764,"v02","es",,,,"Coyoacan",19.32801618,-99.15105667,3.60359664628388,0.923069492736845
"Coyomeapan",,,,"MX21036","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,228.70384829,"v02","es",,,,"Coyomeapan",18.28572504,-96.95689785,3.43264159422268,0.575715238950243
"Coyotepec",,,,"MX15023","México",,,,"MX15","México",,,,"MX",2021-06-18,,39.91841906,"v02","es",,,,"Coyotepec",19.78646534,-99.20169669,3.39591210337588,0.60566015338777
"Coyotepec",,,,"MX21037","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,133.74241867,"v02","es",,,,"Coyotepec",18.39581977,-97.83310991,3.61458197991314,0.990609938213532
"Coyuca de Benítez",,,,"MX12021","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,1810.7221714,"v02","es",,,,"Coyuca de Benitez",17.17822269,-100.02586116,6.4607822190668,22.6785797664195
"Coyuca de Catalán",,,,"MX12022","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,3357.49025827,"v02","es",,,,"Coyuca de Catalan",18.09056538,-101.03376105,3.99629641369433,2.20757296940475
"Coyutla",,,,"MX30051","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,234.03963005,"v02","es",,,,"Coyutla",20.33358603,-97.62753948,,
"Cozumel",,,,"MX23001","Quintana Roo",,,,"MX23","México",,,,"MX",2021-06-18,,484.7659726,"v02","es",,,,"Cozumel",20.43219875,-86.92019715,,
"Cruillas",,,,"MX28010","Tamaulipas",,,,"MX28","México",,,,"MX",2021-06-18,,1889.44557101,"v02","es",,,,"Cruillas",24.65282424,-98.49386375,,
"Cuajimalpa de Morelos",,,,"MX09004","Distrito Federal",,,,"MX09","México",,,,"MX",2021-06-18,,71.46844097,"v02","es",,,,"Cuajimalpa de Morelos",19.31867073,-99.3232414,3.61972595700898,0.95556457872035
"Cuajinicuilapa",,,,"MX12023","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,630.01108843,"v02","es",,,,"Cuajinicuilapa",16.45462321,-98.52130253,4.22635314393601,3.5987130677397
"Cualác",,,,"MX12024","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,239.2124226,"v02","es",,,,"Cualac",17.7350478,-98.66154019,4.14206401970702,3.33401890475904
"Cuapiaxtla",,,,"MX29008","Tlaxcala",,,,"MX29","México",,,,"MX",2021-06-18,,84.26266526,"v02","es",,,,"Cuapiaxtla",19.33905561,-97.77884374,3.27759988168594,0.515410094329882
"Cuapiaxtla de Madero",,,,"MX21038","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,23.30058943,"v02","es",,,,"Cuapiaxtla de Madero",18.92799809,-97.83267269,3.45542120213037,0.706274832940586
"Cuatro Ciénegas",,,,"MX05007","Coahuila de Zaragoza",,,,"MX05","México",,,,"MX",2021-06-18,,10672.26056589,"v02","es",,,,"Cuatro Cienegas",26.66650179,-102.3791855,,
"Cuauhtémoc",,,,"MX06005","Colima",,,,"MX06","México",,,,"MX",2021-06-18,,412.25624488,"v02","es",,,,"Cuauhtemoc",19.33854289,-103.58184873,,
"Cuauhtémoc",,,,"MX08017","Chihuahua",,,,"MX08","México",,,,"MX",2021-06-18,,3608.21479966,"v02","es",,,,"Cuauhtemoc",28.76582572,-107.02720145,,
"Cuauhtémoc",,,,"MX09015","Distrito Federal",,,,"MX09","México",,,,"MX",2021-06-18,,32.5248346,"v02","es",,,,"Cuauhtemoc",19.43297622,-99.1481717,3.55502960027596,0.834387080017635
"Cuauhtémoc",,,,"MX32008","Zacatecas",,,,"MX32","México",,,,"MX",2021-06-18,,324.3844941,"v02","es",,,,"Cuauhtemoc",22.46051406,-102.35347654,,
"Cuautempan",,,,"MX21039","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,61.34143739,"v02","es",,,,"Cuautempan",19.91857691,-97.79365109,2.93913938071649,0.310124053532784
"Cuautepec",,,,"MX12025","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,313.96856766,"v02","es",,,,"Cuautepec",16.72006994,-98.97330473,5.208811765717,8.02499978174153
"Cuautepec de Hinojosa",,,,"MX13016","Hidalgo",,,,"MX13","México",,,,"MX",2021-06-18,,391.3936371,"v02","es",,,,"Cuautepec de Hinojosa",19.97015708,-98.26754862,3.03441630446321,0.357688878951821
"Cuautinchán",,,,"MX21040","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,160.2784029,"v02","es",,,,"Cuautinchan",18.96315442,-98.04467356,3.51367242640272,0.789320014174626
"Cuautitlán",,,,"MX15024","México",,,,"MX15","México",,,,"MX",2021-06-18,,40.81760679,"v02","es",,,,"Cuautitlan",19.70551825,-99.16662573,3.4299563693968,0.646021596515845
"Cuautitlán de García Barragán",,,,"MX14027","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,1391.13369855,"v02","es",,,,"Cuautitlan de Garcia Barragan",19.46064347,-104.264449,,
"Cuautitlán Izcalli",,,,"MX15121","México",,,,"MX15","México",,,,"MX",2021-06-18,,110.07493123,"v02","es",,,,"Cuautitlan Izcalli",19.65777432,-99.23231051,3.45982775487036,0.686421176756385
"Cuautla",,,,"MX14028","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,417.11931182,"v02","es",,,,"Cuautla",20.20360938,-104.4858267,,
"Cuautla",,,,"MX17006","Morelos",,,,"MX17","México",,,,"MX",2021-06-18,,97.17753176,"v02","es",,,,"Cuautla",18.82278322,-98.97232279,3.8114050882104,1.43544828497802
"Cuautlancingo",,,,"MX21041","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,38.17358688,"v02","es",,,,"Cuautlancingo",19.11936598,-98.24916238,3.44100231011819,0.703169446623552
"Cuaxomulco",,,,"MX29009","Tlaxcala",,,,"MX29","México",,,,"MX",2021-06-18,,16.67261292,"v02","es",,,,"Cuaxomulco",19.3451397,-98.09514424,3.40171087935606,0.617510574138254
"Cuayuca de Andrade",,,,"MX21042","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,198.8514031,"v02","es",,,,"Cuayuca de Andrade",18.43317518,-98.19319553,3.76739185546139,1.33489499421543
"Cucurpe",,,,"MX26022","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,1577.88516313,"v02","es",,,,"Cucurpe",30.43043418,-110.63177576,,
"Cuencamé",,,,"MX10004","Durango",,,,"MX10","México",,,,"MX",2021-06-18,,5349.36295183,"v02","es",,,,"Cuencame",24.65302504,-103.67548952,,
"Cuerámaro",,,,"MX11012","Guanajuato",,,,"MX11","México",,,,"MX",2021-06-18,,260.31809826,"v02","es",,,,"Cueramaro",20.61528306,-101.67125343,,
"Cuernavaca",,,,"MX17007","Morelos",,,,"MX17","México",,,,"MX",2021-06-18,,199.67694507,"v02","es",,,,"Cuernavaca",18.93316957,-99.25995593,3.80141409407209,1.40901726430692
"Cuetzala del Progreso",,,,"MX12026","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,373.01853826,"v02","es",,,,"Cuetzala del Progreso",18.10716896,-99.83211296,4.44658248177688,4.4294772909781
"Cuetzalan del Progreso",,,,"MX21043","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,181.69168697,"v02","es",,,,"Cuetzalan del Progreso",20.02721918,-97.49385355,2.82004859190259,0.260257017281837
"Cuichapa",,,,"MX30052","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,34.7129614,"v02","es",,,,"Cuichapa",18.77009295,-96.83326643,3.1840017221514,0.442676758947547
"Cuilápam de Guerrero",,,,"MX20023","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,49.79873162,"v02","es",,,,"Cuilapam de Guerrero",17.00253701,-96.78706101,3.51106996503584,0.747743873264907
"Cuitláhuac",,,,"MX30053","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,150.32099063,"v02","es",,,,"Cuitlahuac",18.78975871,-96.73101092,3.13403197820314,0.410987346045744
"Cuitzeo",,,,"MX16020","Michoacán de Ocampo",,,,"MX16","México",,,,"MX",2021-06-18,,254.40352801,"v02","es",,,,"Cuitzeo",19.98790555,-101.11363619,3.13004175105526,0.408222013981444
"Culiacán",,,,"MX25006","Sinaloa",,,,"MX25","México",,,,"MX",2021-06-18,,6086.94381226,"v02","es",,,,"Culiacan",24.66169981,-107.26457896,,
"Cumpas",,,,"MX26023","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,2010.04906663,"v02","es",,,,"Cumpas",30.06855422,-109.84544298,,
"Cuncunul",,,,"MX31014","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,135.89813651,"v02","es",,,,"Cuncunul",20.62180704,-88.32620287,,
"Cunduacán",,,,"MX27006","Tabasco",,,,"MX27","México",,,,"MX",2021-06-18,,590.03727646,"v02","es",,,,"Cunduacan",18.10398252,-93.25028223,,
"Cuquío",,,,"MX14029","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,642.99716429,"v02","es",,,,"Cuquio",20.94929765,-103.03228095,,
"Cusihuiriachi",,,,"MX08018","Chihuahua",,,,"MX08","México",,,,"MX",2021-06-18,,1608.1787852,"v02","es",,,,"Cusihuiriachi",28.20764237,-106.93227106,,
"Cutzamala de Pinzón",,,,"MX12027","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,1335.62911607,"v02","es",,,,"Cutzamala de Pinzon",18.64199308,-100.62345017,3.85994655330702,1.61502188905683
"Cuyamecalco Villa de Zaragoza",,,,"MX20024","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,79.11697418,"v02","es",,,,"Cuyamecalco Villa de Zaragoza",17.97102808,-96.86629722,3.29634832467818,0.505656293503201
"Cuyoaco",,,,"MX21044","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,301.32527364,"v02","es",,,,"Cuyoaco",19.58466253,-97.57490118,3.13529283769623,0.414250371468421
"Cuzamá",,,,"MX31015","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,93.48404977,"v02","es",,,,"Cuzama",20.71307842,-89.35735661,,
"Degollado",,,,"MX14033","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,426.7270071,"v02","es",,,,"Degollado",20.45629677,-102.17482352,,
"Del Nayar",,,,"MX18009","Nayarit",,,,"MX18","México",,,,"MX",2021-06-18,,5142.44388303,"v02","es",,,,"Del Nayar",22.05612904,-104.59319341,,
"Delicias",,,,"MX08021","Chihuahua",,,,"MX08","México",,,,"MX",2021-06-18,,533.12251136,"v02","es",,,,"Delicias",28.12270781,-105.46848957,,
"Divisaderos",,,,"MX26024","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,385.69805504,"v02","es",,,,"Divisaderos",29.62466554,-109.36970985,,
"Doctor Arroyo",,,,"MX19014","Nuevo León",,,,"MX19","México",,,,"MX",2021-06-18,,5053.65516187,"v02","es",,,,"Doctor Arroyo",23.80420614,-100.22566011,,
"Doctor Coss",,,,"MX19015","Nuevo León",,,,"MX19","México",,,,"MX",2021-06-18,,720.74352594,"v02","es",,,,"Doctor Coss",25.97124456,-99.04202631,,
"Doctor González",,,,"MX19016","Nuevo León",,,,"MX19","México",,,,"MX",2021-06-18,,614.69692455,"v02","es",,,,"Doctor Gonzalez",25.84477983,-99.81878042,,
"Doctor Mora",,,,"MX11013","Guanajuato",,,,"MX11","México",,,,"MX",2021-06-18,,230.80733314,"v02","es",,,,"Doctor Mora",21.14740587,-100.36827189,,
"Dolores Hidalgo Cuna de la Independencia Nacional",,,,"MX11014","Guanajuato",,,,"MX11","México",,,,"MX",2021-06-18,,1655.7252458,"v02","es",,,,"Dolores Hidalgo Cuna de la Independencia Nacional",21.10494235,-100.91316144,,
"Domingo Arenas",,,,"MX21060","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,16.10747582,"v02","es",,,,"Domingo Arenas",19.13052145,-98.44000076,3.56964771341658,0.866036211862477
"Donato Guerra",,,,"MX15032","México",,,,"MX15","México",,,,"MX",2021-06-18,,191.61306565,"v02","es",,,,"Donato Guerra",19.31883026,-100.12260462,3.61863585981249,0.953514252568154
"Dr. Belisario Domínguez",,,,"MX08022","Chihuahua",,,,"MX08","México",,,,"MX",2021-06-18,,1033.07617157,"v02","es",,,,"Dr. Belisario Dominguez",27.99331189,-106.53662305,,
"Durango",,,,"MX10005","Durango",,,,"MX10","México",,,,"MX",2021-06-18,,9285.38748776,"v02","es",,,,"Durango",23.91127214,-104.91981062,,
"Dzán",,,,"MX31025","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,79.9130446,"v02","es",,,,"Dzan",20.39708453,-89.47052579,,
"Dzemul",,,,"MX31026","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,174.09669417,"v02","es",,,,"Dzemul",21.25172192,-89.32694884,,
"Dzidzantún",,,,"MX31027","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,207.53277162,"v02","es",,,,"Dzidzantun",21.28919325,-89.03628553,,
"Dzilam de Bravo",,,,"MX31028","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,420.84714409,"v02","es",,,,"Dzilam de Bravo",21.44055869,-88.61780011,,
"Dzilam González",,,,"MX31029","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,506.47276601,"v02","es",,,,"Dzilam Gonzalez",21.32416789,-88.79940705,,
"Dzitás",,,,"MX31030","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,309.55542933,"v02","es",,,,"Dzitas",20.83280981,-88.52785593,,
"Dzoncauich",,,,"MX31031","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,133.40907532,"v02","es",,,,"Dzoncauich",21.09529771,-88.82654411,,
"Ebano",,,,"MX24016","San Luis Potosí",,,,"MX24","México",,,,"MX",2021-06-18,,698.54654126,"v02","es",,,,"Ebano",22.168368,-98.44427527,,
"Ecatepec de Morelos",,,,"MX15033","México",,,,"MX15","México",,,,"MX",2021-06-18,,156.19470597,"v02","es",,,,"Ecatepec de Morelos",19.57179688,-99.04453538,3.47939459340592,0.714645082586765
"Ecatzingo",,,,"MX15034","México",,,,"MX15","México",,,,"MX",2021-06-18,,53.16964769,"v02","es",,,,"Ecatzingo",18.96841305,-98.73963583,3.70546297484846,1.14383359668966
"Ecuandureo",,,,"MX16030","Michoacán de Ocampo",,,,"MX16","México",,,,"MX",2021-06-18,,304.1617866,"v02","es",,,,"Ecuandureo",20.16047476,-102.26515841,2.75289178357245,0.233017420354835
